District ID,County Name,Operating Cost Per Student,District Number,School Year,Student Count,State Student Count,Operating Cost,State Operating Cost,State Operating Cost Per Student
2186,MULTNOMAH,7962.33,Corbett SD 39,07/01/2009,912,556836,7261645.17,5162739221.05,9271.56
1964,COOS,6754.96,COQUILLE SCH DIST 8,07/01/2000,1076,544245,7268331.59,3796207419.43,6975.18
1992,DOUGLAS,10313.49,Glide SD 12,07/01/2008,705,559271,7271013.69,5248233458.10,9384.06
2001,DOUGLAS,8085.13,REEDSPORT SCH DIST 105,07/01/2002,900,552161,7276614.79,3889552066.13,7044.24
2059,LAKE,9701.58,Lake County SD 7,07/01/2008,751,559271,7285883.23,5248233458.10,9384.06
1969,COOS,9669.14,Bandon SD 54,07/01/2007,754,561354,7290529.01,5144636555.37,9164.69
2226,WASCO,7044.84,CHENOWITH SCH DIST 9,07/01/2001,1040,549757,7326633.61,3966871635.47,7215.68
1992,DOUGLAS,9624.67,Glide SD 12,07/01/2007,763,561354,7343626.14,5144636555.37,9164.69
2252,YAMHILL,8542.31,Amity SD 4J,07/01/2007,864,561354,7380559.77,5144636555.37,9164.69
2099,LINN,8069.32,Harrisburg SD 7J,07/01/2006,920,558366,7423770.52,4768933786.70,8540.87
2059,LAKE,9361.54,Lake County SD 7,07/01/2007,794,561354,7433062.65,5144636555.37,9164.69
2116,MALHEUR,7712.54,Vale SD 84,07/01/2005,964,555146,7434889.90,4513950428.60,8131.11
1936,CLATSOP,8459.22,Warrenton-Hammond SD 30,07/01/2007,880,561354,7444115.17,5144636555.37,9164.69
2140,MARION,8657.99,JEFFERSON SCH DIST 14J,07/01/2004,860,549793,7445869.80,4198534676.94,7636.57
2116,MALHEUR,7850.85,VALE SCH DIST 84,07/01/2003,949,549169,7450453.44,3970643658.44,7230.28
1969,COOS,9994.94,Bandon SD 54,07/01/2009,746,556836,7456225.99,5162739221.05,9271.56
2253,YAMHILL,7038.96,Dayton SD 8,07/01/2003,1060,549169,7461296.81,3970643658.44,7230.28
2086,LANE,6069.33,CRESWELL SCH DIST 40,07/01/1999,1230,543138,7465278.22,3556941887.40,6548.87
2081,LANE,7256.86,Pleasant Hill SD 1,07/01/2004,1029,549793,7467308.90,4198534676.94,7636.57
2255,YAMHILL,7614.50,WILLAMINA SCH DIST 30J,07/01/2001,981,549757,7469824.68,3966871635.47,7215.68
2145,MARION,9520.88,Mt Angel SD 91,07/01/2007,793,561354,7550058.76,5144636555.37,9164.69
2081,LANE,6984.79,PLEASANT HILL SCH DIST 1,07/01/2003,1081,549169,7550554.19,3970643658.44,7230.28
2252,YAMHILL,9326.10,Amity SD 4J,07/01/2008,810,559271,7554140.92,5248233458.10,9384.06
2008,GRANT,9633.72,John Day SD 3,07/01/2005,785,555146,7562466.29,4513950428.60,8131.11
2116,MALHEUR,8047.90,VALE SCH DIST 84,07/01/2004,940,549793,7565024.77,4198534676.94,7636.57
1969,COOS,9749.06,Bandon SD 54,07/01/2008,780,559271,7604269.00,5248233458.10,9384.06
2226,WASCO,7007.78,CHENOWITH SCH DIST 9,07/01/1999,1086,543138,7610444.10,3556941887.40,6548.87
1968,COOS,11051.16,Myrtle Point SD 41,07/01/2009,689,556836,7614248.92,5162739221.05,9271.56
2116,MALHEUR,6781.82,VALE SCH DIST 84,07/01/1999,1123,543138,7615982.00,3556941887.40,6548.87
2116,MALHEUR,6994.35,VALE SCH DIST 84,07/01/2000,1092,544245,7637829.57,3796207419.43,6975.18
2116,MALHEUR,7251.71,VALE SCH DIST 84,07/01/2001,1055,549757,7650553.16,3966871635.47,7215.68
2137,MARION,6978.78,Gervais Sch Dist 1,07/01/1999,1101,543138,7683642.00,3556941887.40,6548.87
1978,DESCHUTES,6674.93,SISTERS SCH DIST 6,07/01/1999,1155,543138,7709538.57,3556941887.40,6548.87
2240,WASHINGTON,6410.63,Banks SD 13,07/01/2002,1204,552161,7718395.54,3889552066.13,7044.24
1936,CLATSOP,8724.57,Warrenton-Hammond SD 30,07/01/2009,886,556836,7729964.90,5162739221.05,9271.56
2008,GRANT,11329.36,John Day SD 3,07/01/2009,683,556836,7737953.52,5162739221.05,9271.56
1964,COOS,7337.92,COQUILLE SCH DIST 8,07/01/2002,1055,552161,7741506.45,3889552066.13,7044.24
2008,GRANT,10464.12,John Day SD 3,07/01/2007,740,561354,7743446.07,5144636555.37,9164.69
1945,COLUMBIA,8570.02,Clatskanie SD 6J,07/01/2006,904,558366,7747301.29,4768933786.70,8540.87
2116,MALHEUR,7773.72,VALE SCH DIST 84,07/01/2002,998,552161,7758174.95,3889552066.13,7044.24
2257,YAMHILL,7723.53,Sheridan SD 48J,07/01/2004,1005,549793,7762147.45,4198534676.94,7636.57
2253,YAMHILL,7564.59,Dayton SD 8,07/01/2004,1028,549793,7776399.88,4198534676.94,7636.57
1964,COOS,7512.99,COQUILLE SCH DIST 8,07/01/2001,1037,549757,7790973.59,3966871635.47,7215.68
2086,LANE,6662.83,Creswell SD 40,07/01/2003,1170,549169,7795508.50,3970643658.44,7230.28
2226,WASCO,8320.17,CHENOWITH SCH DIST 9,07/01/2002,940,552161,7820957.90,3889552066.13,7044.24
2103,LINN,6204.44,Scio SD 95,07/01/2005,1261,555146,7823800.60,4513950428.60,8131.11
2198,TILLAMOOK,9645.62,NEAH-KAH-NIE SCH DIST 56,07/01/2000,813,544245,7841885.89,3796207419.43,6975.18
2140,MARION,8944.56,JEFFERSON SCH DIST 14J,07/01/2005,877,555146,7844382.29,4513950428.60,8131.11
2226,WASCO,8596.27,CHENOWITH SCH DIST 9,07/01/2003,913,549169,7848393.85,3970643658.44,7230.28
2081,LANE,8243.80,Pleasant Hill SD 1,07/01/2005,953,555146,7856338.67,4513950428.60,8131.11
2044,JACKSON,6313.06,ROGUE RIVER SCH DIST 35,07/01/2000,1248,544245,7878697.73,3796207419.43,6975.18
2081,LANE,9261.88,Pleasant Hill SD 1,07/01/2008,851,559271,7881863.43,5248233458.10,9384.06
2204,UMATILLA,6685.92,UMATILLA SCH DIST 6,07/01/1999,1180,543138,7889384.77,3556941887.40,6548.87
1968,COOS,11212.99,Myrtle Point SD 41,07/01/2007,704,561354,7893944.07,5144636555.37,9164.69
2008,GRANT,10551.73,John Day SD 3,07/01/2006,750,558366,7913796.99,4768933786.70,8540.87
2008,GRANT,10986.59,John Day SD 3,07/01/2008,722,559271,7932317.55,5248233458.10,9384.06
2081,LANE,9363.76,Pleasant Hill SD 1,07/01/2009,848,556836,7940465.29,5162739221.05,9271.56
1936,CLATSOP,9151.31,Warrenton-Hammond SD 30,07/01/2008,868,559271,7943338.24,5248233458.10,9384.06
2240,WASHINGTON,6623.10,Banks SD 13,07/01/2001,1201,549757,7954344.88,3966871635.47,7215.68
2116,MALHEUR,8559.23,Vale SD 84,07/01/2006,930,558366,7960081.87,4768933786.70,8540.87
2145,MARION,10393.53,Mt Angel SD 91,07/01/2008,766,559271,7961445.06,5248233458.10,9384.06
2086,LANE,6632.44,Creswell SD 40,07/01/2000,1202,544245,7972194.51,3796207419.43,6975.18
2145,MARION,11106.10,Mt Angel SD 91,07/01/2009,718,556836,7974181.35,5162739221.05,9271.56
2253,YAMHILL,7740.11,Dayton SD 8,07/01/2005,1031,555146,7980052.30,4513950428.60,8131.11
1978,DESCHUTES,6921.19,SISTERS SCH DIST 6,07/01/2000,1153,544245,7980132.00,3796207419.43,6975.18
2240,WASHINGTON,6591.83,Banks SD 13,07/01/2003,1211,549169,7982711.11,3970643658.44,7230.28
2081,LANE,8696.65,Pleasant Hill SD 1,07/01/2006,919,558366,7992218.51,4768933786.70,8540.87
2255,YAMHILL,8541.26,Willamina SD 30J,07/01/2006,943,558366,8054407.79,4768933786.70,8540.87
2255,YAMHILL,8497.03,Willamina SD 30J,07/01/2005,952,555146,8089172.00,4513950428.60,8131.11
1968,COOS,11261.56,Myrtle Point SD 41,07/01/2008,720,559271,8108325.76,5248233458.10,9384.06
1945,COLUMBIA,9190.39,Clatskanie SD 6J,07/01/2007,883,561354,8115111.50,5144636555.37,9164.69
2240,WASHINGTON,6729.31,Banks SD 13,07/01/2004,1207,549793,8122282.73,4198534676.94,7636.57
2204,UMATILLA,6758.64,Umatilla SD 6R,07/01/2000,1202,544245,8123885.00,3796207419.43,6975.18
2014,HARNEY,7437.11,Harney County SD 3,07/01/2003,1093,549169,8128758.72,3970643658.44,7230.28
2086,LANE,6734.06,Creswell SD 40,07/01/2002,1211,552161,8154949.99,3889552066.13,7044.24
2099,LINN,8714.95,Harrisburg SD 7J,07/01/2007,936,561354,8157189.35,5144636555.37,9164.69
2226,WASCO,7887.35,CHENOWITH SCH DIST 9,07/01/2000,1041,544245,8210729.45,3796207419.43,6975.18
1964,COOS,8051.94,COQUILLE SCH DIST 8,07/01/2003,1022,549169,8229084.05,3970643658.44,7230.28
2140,MARION,9205.55,Jefferson SD 14J,07/01/2006,894,558366,8229758.46,4768933786.70,8540.87
2044,JACKSON,6373.11,ROGUE RIVER SCH DIST 35,07/01/1999,1296,543138,8259549.83,3556941887.40,6548.87
2081,LANE,6627.15,PLEASANT HILL SCH DIST 1,07/01/2000,1247,544245,8264057.81,3796207419.43,6975.18
2099,LINN,8832.70,Harrisburg SD 7J,07/01/2009,936,556836,8267402.80,5162739221.05,9271.56
2116,MALHEUR,8929.65,Vale SD 84,07/01/2009,926,556836,8268860.30,5162739221.05,9271.56
2081,LANE,7402.58,PLEASANT HILL SCH DIST 1,07/01/2002,1119,552161,8283488.07,3889552066.13,7044.24
2086,LANE,6819.28,Creswell SD 40,07/01/2001,1215,549757,8285420.64,3966871635.47,7215.68
2251,YAMHILL,6322.18,YAMHILL-CARLTON SCH DIST 1,07/01/1999,1312,543138,8294699.69,3556941887.40,6548.87
2044,JACKSON,6984.96,Rogue River SD 35,07/01/2003,1190,549169,8312097.70,3970643658.44,7230.28
2255,YAMHILL,8712.63,Willamina SD 30J,07/01/2007,956,561354,8329274.87,5144636555.37,9164.69
2204,UMATILLA,6446.07,Umatilla SD 6R,07/01/2001,1294,549757,8341215.86,3966871635.47,7215.68
1964,COOS,9666.13,Coquille SD 8,07/01/2009,863,556836,8341871.16,5162739221.05,9271.56
2044,JACKSON,6740.69,Rogue River SD 35,07/01/2001,1238,549757,8344971.34,3966871635.47,7215.68
2251,YAMHILL,6680.35,Yamhill-Carlton SD 1,07/01/2003,1251,549169,8357120.44,3970643658.44,7230.28
2257,YAMHILL,8023.41,Sheridan SD 48J,07/01/2005,1042,555146,8360394.46,4513950428.60,8131.11
1945,COLUMBIA,10129.51,Clatskanie SD 6J,07/01/2009,826,556836,8366973.85,5162739221.05,9271.56
2110,MALHEUR,6950.73,NYSSA SCH DIST 26,07/01/1999,1204,543138,8368680.77,3556941887.40,6548.87
1964,COOS,8062.46,COQUILLE SCH DIST 8,07/01/2005,1039,555146,8376893.61,4513950428.60,8131.11
2255,YAMHILL,9451.86,Willamina SD 30J,07/01/2009,887,556836,8383797.59,5162739221.05,9271.56
2014,HARNEY,8433.70,Harney County SD 3,07/01/2004,996,549793,8399966.39,4198534676.94,7636.57
2081,LANE,6661.51,PLEASANT HILL SCH DIST 1,07/01/1999,1261,543138,8400162.80,3556941887.40,6548.87
1946,COLUMBIA,7146.84,Rainier SD 13,07/01/2004,1177,549793,8411832.60,4198534676.94,7636.57
2099,LINN,8891.08,Harrisburg SD 7J,07/01/2008,947,559271,8419849.70,5248233458.10,9384.06
1945,COLUMBIA,9504.33,Clatskanie SD 6J,07/01/2008,888,559271,8439843.21,5248233458.10,9384.06
2198,TILLAMOOK,10397.32,Neah-Kah-Nie SD 56,07/01/2001,812,549757,8442625.57,3966871635.47,7215.68
2081,LANE,9569.40,Pleasant Hill SD 1,07/01/2007,883,561354,8449780.71,5144636555.37,9164.69
1964,COOS,8614.70,Coquille SD 8,07/01/2006,984,558366,8476864.03,4768933786.70,8540.87
2044,JACKSON,6875.86,Rogue River SD 35,07/01/2002,1234,552161,8484805.36,3889552066.13,7044.24
2014,HARNEY,8641.41,Harney County SD 3,07/01/2005,982,555146,8485860.75,4513950428.60,8131.11
1947,COLUMBIA,13745.77,Vernonia SD 47J,07/01/2008,618,559271,8494884.41,5248233458.10,9384.06
1947,COLUMBIA,12330.10,Vernonia SD 47J,07/01/2007,692,561354,8532429.85,5144636555.37,9164.69
2116,MALHEUR,9505.53,Vale SD 84,07/01/2007,901,561354,8564479.84,5144636555.37,9164.69
2257,YAMHILL,8408.40,Sheridan SD 48J,07/01/2006,1021,558366,8584975.24,4768933786.70,8540.87
1964,COOS,9662.55,Coquille SD 8,07/01/2008,891,559271,8609334.28,5248233458.10,9384.06
2014,HARNEY,7647.04,Harney County SD 3,07/01/2002,1128,552161,8625860.66,3889552066.13,7044.24
2081,LANE,7106.32,PLEASANT HILL SCH DIST 1,07/01/2001,1216,549757,8641287.95,3966871635.47,7215.68
1946,COLUMBIA,7220.43,Rainier SD 13,07/01/2003,1198,549169,8650072.84,3970643658.44,7230.28
2198,TILLAMOOK,10719.98,Neah-Kah-Nie SD 56,07/01/2003,811,549169,8693903.30,3970643658.44,7230.28
2198,TILLAMOOK,10223.52,Neah-Kah-Nie SD 56,07/01/2002,852,552161,8710441.54,3889552066.13,7044.24
2253,YAMHILL,8329.64,Dayton SD 8,07/01/2006,1047,558366,8721129.54,4768933786.70,8540.87
2251,YAMHILL,6673.65,YAMHILL-CARLTON SCH DIST 1,07/01/2000,1309,544245,8735810.32,3796207419.43,6975.18
1964,COOS,8518.92,COQUILLE SCH DIST 8,07/01/2004,1026,549793,8740411.32,4198534676.94,7636.57
2140,MARION,9421.37,Jefferson SD 14J,07/01/2007,930,561354,8761878.13,5144636555.37,9164.69
2116,MALHEUR,9621.58,Vale SD 84,07/01/2008,911,559271,8765256.31,5248233458.10,9384.06
2044,JACKSON,7267.39,Rogue River SD 35,07/01/2005,1208,555146,8779009.84,4513950428.60,8131.11
2086,LANE,8430.49,Creswell SD 40,07/01/2004,1042,549793,8784575.43,4198534676.94,7636.57
2251,YAMHILL,6811.79,YAMHILL-CARLTON SCH DIST 1,07/01/2001,1295,549757,8821273.31,3966871635.47,7215.68
2137,MARION,8024.61,Gervais Sch Dist 1,07/01/2000,1102,544245,8843122.72,3796207419.43,6975.18
2003,DOUGLAS,6164.42,Sutherlin SD 130,07/01/1999,1443,543138,8895264.40,3556941887.40,6548.87
1946,COLUMBIA,7098.19,Rainier SD 13,07/01/2002,1255,552161,8908233.07,3889552066.13,7044.24
1978,DESCHUTES,7828.75,SISTERS SCH DIST 6,07/01/2001,1138,549757,8909114.00,3966871635.47,7215.68
2140,MARION,9737.98,Jefferson SD 14J,07/01/2009,915,556836,8910256.16,5162739221.05,9271.56
2044,JACKSON,7760.38,Rogue River SD 35,07/01/2004,1149,549793,8916674.11,4198534676.94,7636.57
2240,WASHINGTON,7229.67,Banks SD 13,07/01/2005,1236,555146,8935877.83,4513950428.60,8131.11
2014,HARNEY,9168.23,Harney County SD 3,07/01/2006,975,558366,8939020.14,4768933786.70,8540.87
2140,MARION,9691.24,Jefferson SD 14J,07/01/2008,923,559271,8945013.31,5248233458.10,9384.06
2253,YAMHILL,9318.45,Dayton SD 8,07/01/2009,960,556836,8945713.54,5162739221.05,9271.56
2110,MALHEUR,7248.91,NYSSA SCH DIST 26,07/01/1998,1239,540605,8981397.00,1012656851.75,1873.19
1946,COLUMBIA,7423.11,Rainier SD 13,07/01/2005,1212,555146,8996813.20,4513950428.60,8131.11
2251,YAMHILL,7387.87,Yamhill-Carlton SD 1,07/01/2004,1221,549793,9020586.03,4198534676.94,7636.57
2257,YAMHILL,8830.25,Sheridan SD 48J,07/01/2007,1022,561354,9024520.57,5144636555.37,9164.69
2257,YAMHILL,9092.29,Sheridan SD 48J,07/01/2008,994,559271,9037734.39,5248233458.10,9384.06
2198,TILLAMOOK,11524.01,Neah-Kah-Nie SD 56,07/01/2004,789,549793,9092441.93,4198534676.94,7636.57
2044,JACKSON,8251.74,Rogue River SD 35,07/01/2006,1102,558366,9093422.25,4768933786.70,8540.87
2014,HARNEY,7338.88,HARNEY COUNTY SCH DIST 3,07/01/1999,1243,543138,9122233.64,3556941887.40,6548.87
1964,COOS,9910.56,Coquille SD 8,07/01/2007,922,561354,9137532.86,5144636555.37,9164.69
2255,YAMHILL,9683.33,Willamina SD 30J,07/01/2008,948,559271,9179798.70,5248233458.10,9384.06
2204,UMATILLA,7123.97,Umatilla SD 6R,07/01/2002,1305,552161,9296781.34,3889552066.13,7044.24
2014,HARNEY,7888.96,HARNEY COUNTY SCH DIST 3,07/01/2000,1180,544245,9308976.15,3796207419.43,6975.18
2014,HARNEY,9214.99,Harney County SD 3,07/01/2007,1013,561354,9334785.08,5144636555.37,9164.69
2240,WASHINGTON,7614.82,Banks SD 13,07/01/2006,1226,558366,9335765.14,4768933786.70,8540.87
1978,DESCHUTES,7925.51,SISTERS SCH DIST 6,07/01/2002,1179,552161,9344179.00,3889552066.13,7044.24
2137,MARION,8487.82,Gervais SD 1,07/01/2003,1107,549169,9396012.83,3970643658.44,7230.28
2110,MALHEUR,7983.83,Nyssa SD 26,07/01/2001,1179,549757,9412936.03,3966871635.47,7215.68
2044,JACKSON,9418.30,Rogue River SD 35,07/01/2009,1003,556836,9446558.88,5162739221.05,9271.56
1946,COLUMBIA,6695.97,Rainier SD 13,07/01/1999,1412,543138,9454709.59,3556941887.40,6548.87
2003,DOUGLAS,6517.28,Sutherlin SD 130,07/01/2000,1452,544245,9463096.00,3796207419.43,6975.18
2251,YAMHILL,7830.36,Yamhill-Carlton SD 1,07/01/2005,1213,555146,9498223.58,4513950428.60,8131.11
2204,UMATILLA,7320.46,Umatilla SD 6R,07/01/2003,1301,549169,9523920.64,3970643658.44,7230.28
2251,YAMHILL,7550.38,YAMHILL-CARLTON SCH DIST 1,07/01/2002,1262,552161,9528578.60,3889552066.13,7044.24
2044,JACKSON,8969.46,Rogue River SD 35,07/01/2007,1065,561354,9552473.79,5144636555.37,9164.69
2044,JACKSON,8953.66,Rogue River SD 35,07/01/2008,1068,559271,9562507.88,5248233458.10,9384.06
2240,WASHINGTON,8061.19,Banks SD 13,07/01/2009,1190,556836,9592811.45,5162739221.05,9271.56
2110,MALHEUR,8288.15,NYSSA SCH DIST 26,07/01/2000,1163,544245,9639118.41,3796207419.43,6975.18
1946,COLUMBIA,7033.05,Rainier SD 13,07/01/2000,1377,544245,9684510.61,3796207419.43,6975.18
1946,COLUMBIA,8928.60,Rainier SD 13,07/01/2009,1085,556836,9687532.95,5162739221.05,9271.56
2110,MALHEUR,7892.65,NYSSA SCH DIST 26,07/01/1997,1229,539105,9700067.41,948447366.75,1759.30
2253,YAMHILL,9487.09,Dayton SD 8,07/01/2007,1023,561354,9705296.55,5144636555.37,9164.69
2137,MARION,9111.91,Gervais SD 1,07/01/2002,1067,552161,9722409.46,3889552066.13,7044.24
2014,HARNEY,10002.74,Harney County SD 3,07/01/2008,973,559271,9732670.65,5248233458.10,9384.06
2198,TILLAMOOK,13000.71,Neah-Kah-Nie SD 56,07/01/2005,749,555146,9737533.78,4513950428.60,8131.11
2014,HARNEY,8644.90,Harney County SD 3,07/01/2001,1140,549757,9855181.50,3966871635.47,7215.68
2110,MALHEUR,8759.44,Nyssa SD 26,07/01/2003,1127,549169,9871884.38,3970643658.44,7230.28
2137,MARION,9036.55,Gervais Sch Dist 1,07/01/2001,1093,549757,9876952.47,3966871635.47,7215.68
2003,DOUGLAS,6467.18,Sutherlin SD 130,07/01/2002,1531,552161,9901253.42,3889552066.13,7044.24
2014,HARNEY,9251.46,Harney County SD 3,07/01/2009,1071,556836,9908318.88,5162739221.05,9271.56
2003,DOUGLAS,6396.12,Sutherlin SD 130,07/01/2003,1550,549169,9913991.60,3970643658.44,7230.28
2137,MARION,9134.97,Gervais SD 1,07/01/2004,1087,549793,9929714.73,4198534676.94,7636.57
2003,DOUGLAS,6612.63,Sutherlin SD 130,07/01/2001,1503,549757,9938776.15,3966871635.47,7215.68
1946,COLUMBIA,7693.20,Rainier SD 13,07/01/2001,1292,549757,9939612.99,3966871635.47,7215.68
2110,MALHEUR,8460.91,Nyssa SD 26,07/01/2002,1176,552161,9950033.95,3889552066.13,7044.24
1946,COLUMBIA,8374.67,Rainier SD 13,07/01/2006,1189,558366,9957485.29,4768933786.70,8540.87
2251,YAMHILL,8055.85,Yamhill-Carlton SD 1,07/01/2006,1237,558366,9965080.84,4768933786.70,8540.87
2251,YAMHILL,8356.91,Yamhill Carlton SD 1,07/01/2007,1206,561354,10078430.59,5144636555.37,9164.69
2253,YAMHILL,10172.16,Dayton SD 8,07/01/2008,997,559271,10141643.32,5248233458.10,9384.06
2251,YAMHILL,8612.19,Yamhill Carlton SD 1,07/01/2009,1178,556836,10145159.80,5162739221.05,9271.56
2086,LANE,8510.42,Creswell SD 40,07/01/2005,1199,555146,10203991.77,4513950428.60,8131.11
2110,MALHEUR,9112.08,Nyssa SD 26,07/01/2004,1121,549793,10214645.84,4198534676.94,7636.57
2240,WASHINGTON,8398.96,Banks SD 13,07/01/2008,1220,559271,10246730.33,5248233458.10,9384.06
2240,WASHINGTON,8508.49,Banks SD 13,07/01/2007,1206,561354,10261235.97,5144636555.37,9164.69
1978,DESCHUTES,7867.04,SISTERS SCH DIST 6,07/01/2004,1306,549793,10274354.00,4198534676.94,7636.57
2137,MARION,9407.39,Gervais SD 1,07/01/2005,1096,555146,10310495.18,4513950428.60,8131.11
2137,MARION,9584.93,Gervais SD 1,07/01/2006,1086,558366,10409231.70,4768933786.70,8540.87
2257,YAMHILL,8423.12,Sheridan SD 48J,07/01/2009,1236,556836,10410970.77,5162739221.05,9271.56
1946,COLUMBIA,8637.65,Rainier SD 13,07/01/2007,1206,561354,10417008.57,5144636555.37,9164.69
2086,LANE,8599.03,Creswell SD 40,07/01/2006,1217,558366,10465020.67,4768933786.70,8540.87
1946,COLUMBIA,8965.71,Rainier SD 13,07/01/2008,1168,559271,10471954.73,5248233458.10,9384.06
2198,TILLAMOOK,14320.51,Neah-Kah-Nie SD 56,07/01/2006,732,558366,10482610.36,4768933786.70,8540.87
2251,YAMHILL,8763.34,Yamhill Carlton SD 1,07/01/2008,1204,559271,10551057.19,5248233458.10,9384.06
2003,DOUGLAS,6940.03,Sutherlin SD 130,07/01/2004,1536,549793,10659887.28,4198534676.94,7636.57
2204,UMATILLA,8320.90,Umatilla SD 6R,07/01/2004,1286,549793,10700682.85,4198534676.94,7636.57
2002,DOUGLAS,7186.88,WINSTON-DILLARD SCH DIST 116,07/01/2004,1527,549793,10974365.59,4198534676.94,7636.57
2003,DOUGLAS,7349.72,Sutherlin SD 130,07/01/2005,1503,555146,11046626.99,4513950428.60,8131.11
1900,BENTON,5802.44,PHILOMATH SCH DIST 17J,07/01/1999,1912,543138,11094271.11,3556941887.40,6548.87
2002,DOUGLAS,6760.36,WINSTON-DILLARD SCH DIST 116,07/01/2003,1663,549169,11242483.01,3970643658.44,7230.28
1935,CLATSOP,6686.13,Seaside SD 10,07/01/1999,1683,543138,11252759.17,3556941887.40,6548.87
2141,MARION,6402.20,North Marion SD 15,07/01/2002,1765,552161,11299882.51,3889552066.13,7044.24
1900,BENTON,6062.02,PHILOMATH SCH DIST 17J,07/01/2000,1876,544245,11372355.51,3796207419.43,6975.18
2086,LANE,9123.91,Creswell SD 40,07/01/2007,1248,561354,11386634.52,5144636555.37,9164.69
2110,MALHEUR,9963.26,Nyssa SD 26,07/01/2005,1146,555146,11417895.91,4513950428.60,8131.11
2084,LANE,6779.95,Fern Ridge SD 28J,07/01/2002,1685,552161,11424212.81,3889552066.13,7044.24
2003,DOUGLAS,7877.80,Sutherlin SD 130,07/01/2006,1451,558366,11430687.14,4768933786.70,8540.87
2096,LANE,6742.99,SIUSLAW SCH DIST 97J,07/01/1999,1698,543138,11449600.68,3556941887.40,6548.87
2137,MARION,10491.16,Gervais SD 1,07/01/2007,1096,561354,11498308.71,5144636555.37,9164.69
2198,TILLAMOOK,16114.62,Neah-Kah-Nie SD 56,07/01/2009,714,556836,11505838.01,5162739221.05,9271.56
2141,MARION,6772.71,NORTH MARION SCH DIST 15,07/01/1999,1700,543138,11513606.64,3556941887.40,6548.87
1978,DESCHUTES,9375.80,SISTERS SCH DIST 6,07/01/2003,1230,549169,11532229.00,3970643658.44,7230.28
1935,CLATSOP,6750.84,Seaside SD 10,07/01/2000,1710,544245,11543929.67,3796207419.43,6975.18
1978,DESCHUTES,8346.04,Sisters SD 6,07/01/2005,1384,555146,11550923.81,4513950428.60,8131.11
2002,DOUGLAS,6674.13,WINSTON-DILLARD SCH DIST 116,07/01/1999,1735,543138,11579607.14,3556941887.40,6548.87
2103,LINN,5889.56,Scio SD 95,07/01/2006,1978,558366,11649556.16,4768933786.70,8540.87
2110,MALHEUR,9899.41,Nyssa SD 26,07/01/2006,1178,558366,11661503.56,4768933786.70,8540.87
2141,MARION,6506.83,North Marion SD 15,07/01/2003,1801,549169,11718809.79,3970643658.44,7230.28
2086,LANE,9391.26,Creswell SD 40,07/01/2009,1250,556836,11739080.48,5162739221.05,9271.56
2002,DOUGLAS,7688.41,WINSTON-DILLARD SCH DIST 116,07/01/2005,1538,555146,11824771.86,4513950428.60,8131.11
2084,LANE,6146.19,Fern Ridge SD 28J,07/01/1999,1924,543138,11825260.00,3556941887.40,6548.87
2091,LANE,6348.61,Junction City SD 69,07/01/2003,1864,549169,11833806.05,3970643658.44,7230.28
2096,LANE,7527.10,Siuslaw SD 97J,07/01/2002,1578,552161,11877764.31,3889552066.13,7044.24
2198,TILLAMOOK,16462.60,Neah-Kah-Nie SD 56,07/01/2007,722,561354,11885996.69,5144636555.37,9164.69
1900,BENTON,6319.81,Philomath SD 17J,07/01/2001,1884,549757,11906522.72,3966871635.47,7215.68
1974,CURRY,6221.92,BROOKINGS-HARBOR SCH DIST 17,07/01/1999,1915,543138,11914979.05,3556941887.40,6548.87
2137,MARION,11202.67,Gervais SD 1,07/01/2008,1067,559271,11953251.36,5248233458.10,9384.06
2084,LANE,7679.00,Fern Ridge SD 28J,07/01/2003,1559,549169,11971563.97,3970643658.44,7230.28
2198,TILLAMOOK,17280.95,Neah-Kah-Nie SD 56,07/01/2008,695,559271,12010263.22,5248233458.10,9384.06
2096,LANE,7616.46,Siuslaw SD 97J,07/01/2003,1582,549169,12049240.06,3970643658.44,7230.28
2002,DOUGLAS,7887.85,Winston-Dillard SD 116,07/01/2006,1528,558366,12052627.98,4768933786.70,8540.87
2096,LANE,8046.30,Siuslaw SD 97J,07/01/2004,1498,549793,12053360.00,4198534676.94,7636.57
2086,LANE,9506.40,Creswell SD 40,07/01/2008,1268,559271,12054110.42,5248233458.10,9384.06
2084,LANE,7843.62,Fern Ridge SD 28J,07/01/2004,1543,549793,12102699.65,4198534676.94,7636.57
1900,BENTON,6553.48,Philomath SD 17J,07/01/2003,1848,549169,12110827.24,3970643658.44,7230.28
2205,UMATILLA,6237.62,Milton-Freewater Sch Dist 7,07/01/1999,1946,543138,12138404.02,3556941887.40,6548.87
2003,DOUGLAS,8416.43,Sutherlin SD 130,07/01/2007,1443,561354,12144904.60,5144636555.37,9164.69
2002,DOUGLAS,7094.86,WINSTON-DILLARD SCH DIST 116,07/01/2000,1712,544245,12146405.46,3796207419.43,6975.18
2096,LANE,7180.27,Siuslaw SD 97J,07/01/2000,1693,544245,12156202.02,3796207419.43,6975.18
2141,MARION,6973.63,NORTH MARION SCH DIST 15,07/01/2001,1747,549757,12182932.64,3966871635.47,7215.68
1974,CURRY,6765.20,Brookings-Harbor SD 17C,07/01/2003,1810,549169,12245005.55,3970643658.44,7230.28
2003,DOUGLAS,8779.68,Sutherlin SD 130,07/01/2009,1398,556836,12273996.55,5162739221.05,9271.56
